  MQ2,MQ7,MQ135,MQ3,Temperature,Humidity,Radius,Lenth
  1719,  1037,  1075,    913 ,27.00 ,57.00 ,31 ,12
  1721,  1037,  1075,    913 ,27.00 ,57.00 ,31 ,12
  1720,  1037,  1074,    913 ,27.00 ,57.00 ,31 ,12
  1719,  1037,  1074,    913 ,27.00 ,57.00 ,31 ,12
  1718,  1037,  1074,    913 ,27.00 ,57.00 ,31 ,12
  1719,  1037,  1074,    913 ,27.00 ,57.00 ,31 ,12
  1718,  1037,  1073,    913 ,27.00 ,57.00 ,31 ,12
  1717,  1037,  1073,    914 ,27.00 ,57.00 ,31 ,12
  1715,  1037,  1071,    914 ,27.00 ,57.00 ,31 ,12
  1716,  1037,  1072,    914 ,27.00 ,57.00 ,31 ,12
  1716,  1037,  1072,    915 ,27.00 ,57.00 ,31 ,12
  1717,  1037,  1072,    914 ,27.00 ,57.00 ,31 ,12
  1716,  1037,  1072,    914 ,27.00 ,57.00 ,31 ,12
  1715,  1036,  1072,    915 ,27.00 ,57.00 ,31 ,12
  1717,  1036,  1071,    914 ,27.00 ,57.00 ,31 ,12
  1717,  1037,  1071,    913 ,27.00 ,57.00 ,31 ,12
  1718,  1037,  1072,    914 ,27.00 ,57.00 ,31 ,12
  1717,  1037,  1072,    914 ,27.00 ,57.00 ,31 ,12
  1716,  1037,  1072,    915 ,27.00 ,57.00 ,31 ,12
  1716,  1037,  1072,    914 ,27.00 ,57.00 ,31 ,12
  1716,  1037,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1718,  1037,  1074,    914 ,27.00 ,57.00 ,31 ,12
  1716,  1035,  1072,    915 ,27.00 ,57.00 ,31 ,12
  1715,  1036,  1074,    915 ,27.00 ,57.00 ,31 ,12
  1715,  1036,  1074,    914 ,27.00 ,57.00 ,31 ,12
  1715,  1036,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1715,  1036,  1072,    914 ,27.00 ,57.00 ,31 ,12
  1715,  1036,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1715,  1036,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1715,  1037,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1714,  1035,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1717,  1036,  1074,    915 ,27.00 ,57.00 ,31 ,12
  1716,  1037,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1715,  1036,  1073,    914 ,27.00 ,57.00 ,31 ,12
  1716,  1036,  1075,    915 ,27.00 ,57.00 ,31 ,12
  1718,  1038,  1074,    916 ,27.00 ,57.00 ,31 ,12
  1720,  1038,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1721,  1037,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1719,  1038,  1073,    915 ,27.00 ,57.00 ,31 ,12
  1720,  1037,  1072,    916 ,27.00 ,57.00 ,31 ,12
  1720,  1035,  1072,    915 ,27.00 ,57.00 ,31 ,12
  1719,  1036,  1072,    916 ,27.00 ,57.00 ,31 ,12
  1716,  1038,  1074,    916 ,27.00 ,57.00 ,31 ,12
  1718,  1038,  1075,    916 ,27.00 ,57.00 ,31 ,12
  1718,  1039,  1073,    916 ,27.00 ,57.00 ,31 ,12
  1717,  1038,  1072,    916 ,27.00 ,57.00 ,31 ,12
  1717,  1037,  1074,    918 ,27.00 ,57.00 ,31 ,12
  1718,  1037,  1073,    916 ,27.00 ,57.00 ,31 ,12
  1716,  1037,  1073,    916 ,27.00 ,57.00 ,31 ,12
  1716,  1038,  1073,    916 ,27.00 ,57.00 ,31 ,12
  1717,  1038,  1073,    917 ,27.00 ,57.00 ,31 ,12
  1716,  1038,  1074,    917 ,27.00 ,57.00 ,31 ,12
  1717,  1039,  1074,    916 ,27.00 ,58.00 ,31 ,12
  1715,  1038,  1075,    917 ,27.00 ,58.00 ,31 ,12
  1716,  1038,  1074,    917 ,27.00 ,58.00 ,31 ,12
  1715,  1038,  1074,    916 ,27.00 ,58.00 ,31 ,12
  1715,  1038,  1074,    917 ,27.00 ,58.00 ,31 ,12
  1714,  1037,  1073,    916 ,27.00 ,58.00 ,31 ,12
  1716,  1037,  1072,    916 ,27.00 ,58.00 ,31 ,12
  1714,  1038,  1073,    917 ,27.00 ,58.00 ,31 ,12
  1714,  1037,  1072,    916 ,27.00 ,58.00 ,31 ,12
  1714,  1037,  1073,    918 ,27.00 ,58.00 ,31 ,12
  1715,  1038,  1072,    917 ,27.00 ,58.00 ,31 ,12
  1712,  1037,  1072,    917 ,27.00 ,58.00 ,31 ,12
  1712,  1038,  1073,    917 ,27.00 ,58.00 ,31 ,12
  1715,  1037,  1073,    917 ,27.00 ,58.00 ,31 ,12
  1714,  1038,  1073,    916 ,27.00 ,58.00 ,31 ,12
  1714,  1039,  1074,    916 ,27.00 ,58.00 ,31 ,12
  1714,  1038,  1074,    917 ,27.00 ,58.00 ,31 ,12
  1714,  1038,  1073,    917 ,27.00 ,58.00 ,31 ,12
  1714,  1038,  1072,    917 ,27.00 ,58.00 ,31 ,12
  1714,  1038,  1072,    917 ,27.00 ,58.00 ,31 ,12
  1714,  1037,  1072,    918 ,27.00 ,58.00 ,31 ,12
  1713,  1038,  1072,    918 ,27.00 ,58.00 ,31 ,12
  1713,  1038,  1073,    918 ,27.00 ,58.00 ,31 ,12
  1713,  1037,  1072,    917 ,27.00 ,58.00 ,31 ,12
  1715,  1037,  1073,    917 ,27.00 ,58.00 ,31 ,12
  1714,  1038,  1073,    917 ,27.00 ,58.00 ,31 ,12
  1717,  1037,  1072,    917 ,27.00 ,58.00 ,31 ,12
  1715,  1037,  1072,    917 ,27.00 ,58.00 ,31 ,12
  1713,  1037,  1072,    918 ,27.00 ,58.00 ,31 ,12
  1716,  1037,  1072,    918 ,27.00 ,58.00 ,31 ,12
  1714,  1038,  1073,    917 ,27.00 ,58.00 ,31 ,12
  1714,  1036,  1072,    917 ,27.00 ,58.00 ,31 ,12
  1716,  1036,  1074,    917 ,27.00 ,58.00 ,31 ,12
  1717,  1037,  1073,    917 ,27.00 ,58.00 ,31 ,12
  1718,  1036,  1073,    918 ,27.00 ,58.00 ,31 ,12
  1717,  1037,  1073,    917 ,27.00 ,58.00 ,31 ,12
  1718,  1037,  1074,    917 ,27.00 ,58.00 ,31 ,12
  1717,  1037,  1074,    918 ,27.00 ,58.00 ,31 ,12
  1717,  1037,  1074,    918 ,27.00 ,58.00 ,31 ,12
  1715,  1039,  1074,    918 ,27.00 ,58.00 ,31 ,12
  1716,  1036,  1073,    919 ,27.00 ,58.00 ,31 ,12
  1718,  1037,  1073,    918 ,27.00 ,58.00 ,31 ,12
  1717,  1038,  1074,    919 ,27.00 ,58.00 ,31 ,12
  1716,  1037,  1074,    918 ,27.00 ,58.00 ,31 ,12
  1717,  1037,  1073,    918 ,27.00 ,58.00 ,31 ,12
  1717,  1037,  1073,    918 ,27.00 ,58.00 ,31 ,12
  1716,  1036,  1073,    919 ,27.00 ,58.00 ,31 ,12
  1715,  1036,  1073,    918 ,27.00 ,58.00 ,31 ,12
  1717,  1037,  1074,    919 ,27.00 ,58.00 ,31 ,12
  1716,  1037,  1074,    919 ,27.00 ,58.00 ,31 ,12
  1717,  1038,  1073,    919 ,27.00 ,58.00 ,31 ,12
  1717,  1037,  1075,    918 ,27.00 ,58.00 ,31 ,12
  1717,  1038,  1074,    918 ,26.00 ,58.00 ,31 ,12
  1714,  1038,  1074,    920 ,26.00 ,58.00 ,31 ,12
  1714,  1038,  1073,    919 ,26.00 ,58.00 ,31 ,12
  1714,  1038,  1073,    920 ,26.00 ,58.00 ,31 ,12
  1715,  1038,  1072,    918 ,26.00 ,58.00 ,31 ,12
  1716,  1038,  1073,    919 ,26.00 ,58.00 ,31 ,12
  1718,  1038,  1073,    918 ,26.00 ,58.00 ,31 ,12
  1716,  1039,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1717,  1037,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1716,  1039,  1073,    919 ,26.00 ,58.00 ,31 ,12
  1715,  1037,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1715,  1037,  1073,    919 ,26.00 ,58.00 ,31 ,12
  1715,  1038,  1073,    919 ,26.00 ,58.00 ,31 ,12
  1717,  1038,  1072,    918 ,26.00 ,58.00 ,31 ,12
  1715,  1037,  1073,    919 ,26.00 ,58.00 ,31 ,12
  1716,  1036,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1716,  1038,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1716,  1036,  1071,    919 ,26.00 ,58.00 ,31 ,12
  1714,  1036,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1712,  1036,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1712,  1036,  1072,    920 ,26.00 ,58.00 ,31 ,12
  1714,  1036,  1071,    920 ,26.00 ,58.00 ,31 ,12
  1715,  1037,  1071,    920 ,26.00 ,58.00 ,31 ,12
  1713,  1037,  1072,    920 ,26.00 ,58.00 ,31 ,12
  1715,  1038,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1714,  1038,  1073,    919 ,26.00 ,58.00 ,31 ,12
  1712,  1038,  1072,    920 ,26.00 ,58.00 ,31 ,12
  1713,  1037,  1071,    919 ,26.00 ,58.00 ,31 ,12
  1714,  1038,  1072,    920 ,26.00 ,58.00 ,31 ,12
  1715,  1037,  1073,    920 ,26.00 ,58.00 ,31 ,12
  1714,  1037,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1716,  1036,  1072,    919 ,26.00 ,58.00 ,31 ,12
  1713,  1036,  1071,    920 ,26.00 ,58.00 ,31 ,12
  1715,  1035,  1071,    920 ,26.00 ,58.00 ,31 ,12
  1715,  1035,  1071,    920 ,26.00 ,58.00 ,31 ,12
  1718,  1035,  1071,    919 ,26.00 ,58.00 ,31 ,12
  1716,  1036,  1073,    920 ,26.00 ,58.00 ,31 ,12
  1716,  1037,  1072,    920 ,26.00 ,58.00 ,31 ,12
  1717,  1037,  1072,    921 ,26.00 ,58.00 ,31 ,12
  1716,  1036,  1071,    919 ,26.00 ,58.00 ,31 ,12
  1715,  1037,  1070,    920 ,26.00 ,58.00 ,31 ,12
  1715,  1037,  1070,    920 ,26.00 ,58.00 ,31 ,12
  1716,  1037,  1070,    920 ,26.00 ,58.00 ,31 ,12
  1716,  1037,  1071,    920 ,26.00 ,58.00 ,31 ,12
  1717,  1037,  1070,    920 ,26.00 ,58.00 ,31 ,12
  1718,  1037,  1070,    921 ,26.00 ,58.00 ,31 ,12
  1718,  1036,  1070,    920 ,26.00 ,58.00 ,31 ,12
  1720,  1037,  1071,    920 ,26.00 ,58.00 ,31 ,12
  1718,  1037,  1072,    920 ,26.00 ,58.00 ,31 ,12
  1717,  1036,  1072,    921 ,26.00 ,58.00 ,31 ,12
  1718,  1036,  1072,    921 ,26.00 ,58.00 ,31 ,12
  1717,  1038,  1071,    919 ,26.00 ,59.00 ,31 ,12
  1716,  1036,  1072,    920 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1073,    921 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1071,    920 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1072,    920 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1072,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1072,    920 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1071,    920 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1718,  1038,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1072,    920 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1072,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1036,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1036,  1071,    920 ,26.00 ,59.00 ,31 ,12
  1716,  1036,  1070,    921 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1036,  1071,    920 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1718,  1036,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1714,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1070,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1070,    921 ,26.00 ,59.00 ,31 ,12
  1714,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1717,  1036,  1070,    920 ,26.00 ,59.00 ,31 ,12
  1716,  1036,  1070,    921 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1712,  1037,  1072,    921 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1072,    921 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1713,  1038,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1715,  1039,  1072,    921 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1072,    921 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1072,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1073,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1072,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1038,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1717,  1038,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1719,  1036,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1072,    922 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1072,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1038,  1072,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1071,    921 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1713,  1036,  1072,    922 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1072,    922 ,26.00 ,59.00 ,31 ,12
  1714,  1035,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1717,  1038,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1714,  1037,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1069,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1069,    922 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1069,    922 ,26.00 ,59.00 ,31 ,12
  1713,  1039,  1069,    922 ,26.00 ,59.00 ,31 ,12
  1714,  1039,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1069,    922 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1717,  1038,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1038,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1718,  1038,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1716,  1039,  1069,    922 ,26.00 ,59.00 ,31 ,12
  1717,  1038,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1069,    922 ,26.00 ,59.00 ,31 ,12
  1713,  1038,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1713,  1039,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1713,  1038,  1069,    922 ,26.00 ,59.00 ,31 ,12
  1713,  1038,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1713,  1038,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1069,    922 ,26.00 ,59.00 ,31 ,12
  1714,  1039,  1070,    922 ,26.00 ,59.00 ,31 ,12
  1713,  1039,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1713,  1039,  1071,    922 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1714,  1037,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1038,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1072,    923 ,26.00 ,59.00 ,31 ,12
  1720,  1038,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1072,    924 ,26.00 ,59.00 ,31 ,12
  1719,  1036,  1071,    925 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1072,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1072,    923 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1072,    923 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1071,    923 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1038,  1072,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1038,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1038,  1072,    924 ,26.00 ,59.00 ,31 ,12
  1721,  1037,  1072,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1036,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1036,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1038,  1071,    925 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1039,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1039,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1038,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1716,  1036,  1068,    924 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1069,    924 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1069,    925 ,26.00 ,59.00 ,31 ,12
  1714,  1037,  1069,    924 ,26.00 ,59.00 ,31 ,12
  1711,  1037,  1069,    925 ,26.00 ,59.00 ,31 ,12
  1711,  1036,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1711,  1037,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1712,  1037,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1712,  1035,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1713,  1035,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1069,    924 ,26.00 ,59.00 ,31 ,12
  1715,  1036,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1714,  1037,  1069,    924 ,26.00 ,59.00 ,31 ,12
  1715,  1037,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1714,  1038,  1070,    925 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1070,    923 ,26.00 ,59.00 ,31 ,12
  1713,  1036,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1071,    924 ,26.00 ,59.00 ,31 ,12
  1716,  1036,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1069,    924 ,26.00 ,59.00 ,31 ,12
  1713,  1037,  1068,    924 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1070,    924 ,26.00 ,59.00 ,31 ,12
  1714,  1037,  1067,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1038,  1068,    924 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1068,    924 ,26.00 ,59.00 ,31 ,12
  1719,  1038,  1069,    924 ,26.00 ,59.00 ,31 ,12
  1718,  1039,  1068,    924 ,26.00 ,59.00 ,31 ,12
  1716,  1038,  1068,    925 ,26.00 ,59.00 ,31 ,12
  1715,  1038,  1068,    924 ,26.00 ,59.00 ,31 ,12
  1720,  1036,  1070,    925 ,26.00 ,59.00 ,31 ,12
  1717,  1035,  1070,    925 ,26.00 ,59.00 ,31 ,12
  1721,  1036,  1069,    924 ,26.00 ,59.00 ,31 ,12
  1719,  1037,  1068,    924 ,26.00 ,59.00 ,31 ,12
  1721,  1037,  1068,    925 ,26.00 ,59.00 ,31 ,12
  1719,  1036,  1068,    923 ,26.00 ,59.00 ,31 ,12
  1720,  1037,  1069,    925 ,26.00 ,59.00 ,31 ,12
  1719,  1037,  1069,    923 ,26.00 ,59.00 ,31 ,12
  1718,  1037,  1068,    924 ,26.00 ,59.00 ,31 ,12
  1720,  1037,  1069,    925 ,26.00 ,59.00 ,31 ,12
  1720,  1037,  1069,    924 ,26.00 ,59.00 ,31 ,12
  1720,  1035,  1069,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1068,    925 ,26.00 ,59.00 ,31 ,12
  1717,  1036,  1068,    925 ,26.00 ,59.00 ,31 ,12
  1714,  1036,  1068,    925 ,26.00 ,59.00 ,31 ,12
  1716,  1037,  1068,    924 ,26.00 ,59.00 ,31 ,12
  1717,  1037,  1068,    925 ,26.00 ,60.00 ,31 ,12
  1716,  1037,  1069,    924 ,26.00 ,60.00 ,31 ,12
  1717,  1036,  1068,    924 ,26.00 ,60.00 ,31 ,12
  1716,  1038,  1069,    924 ,26.00 ,60.00 ,31 ,12
  1715,  1035,  1068,    925 ,26.00 ,60.00 ,31 ,12
  1719,  1035,  1068,    924 ,26.00 ,60.00 ,31 ,12
  1718,  1035,  1067,    925 ,26.00 ,60.00 ,31 ,12
  1719,  1036,  1068,    923 ,26.00 ,60.00 ,31 ,12
  1718,  1036,  1068,    925 ,26.00 ,60.00 ,31 ,12
  1718,  1036,  1068,    924 ,26.00 ,60.00 ,31 ,12
  1718,  1036,  1067,    924 ,26.00 ,60.00 ,31 ,12
  1716,  1036,  1068,    924 ,26.00 ,60.00 ,31 ,12
  1717,  1037,  1068,    924 ,26.00 ,60.00 ,31 ,12
  1718,  1037,  1068,    924 ,26.00 ,60.00 ,31 ,12
  1716,  1037,  1068,    924 ,26.00 ,60.00 ,31 ,12
  1714,  1038,  1068,    924 ,26.00 ,60.00 ,31 ,12
